title,address,link,Property type:,City:,Bedrooms:,Price:,Furnished:,description,latitude,longitude,Bathrooms:,Area:,Price per m²:,Deposit:,Available from:,Elevator:,Washing machine:,Dish washer:,Pets allowed:,Garage:,Terrace:,Swimming pool:,Balcony:
Rent 1 bedroom apartment of 56 m² in London,"Keybridge House, 6 Exchange Gardens, London",https://rentola.com/listings/keybridge-house-6-exchange-gardens-london-378d05,Apartment,London,1,2621 €,,"Available within Keybridge House, this impressive one bedroom apartment with warehouse style finishes and private balcony is available to rent through Prime London.
The property is an excellent size at 606 sq ft (56.3 sq m). This apartment comprises an open plan reception room, smart integrated kitchen, one double bedrooms, large storage cupboard, and a luxury bathroom.
This exciting new development is located in Vauxhall. Inspired by Manhattan architecture, this spectacular building will offer luxurious penthouses and apartments, each boasting high ceilings maximising light and space, full height built in wardrobes, underfloor heating and fully integrated appliances offers contemporary high specification design.
Residents also benefit from a 24 hour concierge service, 15 metre swimming pool, a club lounge and communal gardens, all within walking distance of Zone 1 transport links.",51.4823761,-0.124562,1,56 m2,46 €,,,,,,,,,,
Rent 1 bedroom house in London,"property to rent napier road, kensal green, nw10 | 1 bedroom bedsit through abacus estates",https://rentola.com/listings/property-to-rent-napier-road-kensal-green-nw10-1-bedroom-bedsit-through-abacus-estates-d4875a,House,London,1,806 €,Yes,"all bills included furnished or unfurnished garden access available now no parking available shared eat in kitchen shared bathroom security deposit £600we are pleased to offer this beautiful room in this victorian property that has recently been refurbished. 6 double bedrooms (4 ensuite) a lovely shared bathroom, large eat- in shared kitchen diner and a xcellent location: 5-10 minutes to willesden junction and kensal green stations. access to bakerloo and overground lines in less than 10 lease call to arrange a viewing or for more information.",51.5322677,-0.2323794,1,,,600 €,,,,,,,,,
Rent 2 bedroom apartment in London,2 bed 2 bath apartment nr Paddington Station & Hyde Park,https://rentola.com/listings/2-bed-2-bath-apartment-nr-paddington-station-hyde-park-f4d726,Apartment,London,2,7028 €,,"apartment highlights • smart 2 bedroom apartment close to paddington station • private entrance • open plan kitchen and living room with raised dining area • 1 x kingsize bedroom with ensuite shower and 1 x twin room • great location for anyone flying in and out of heathrow airport the apartment here's a ground floor apartment with 2 bedrooms and its own front door that's ideal for a family getaway to london, a couples weekend away, or for business guests who want easy access to all of london, in a location that can be easily reached from heathrow airport. the living room / kitchen / dining area first on your right in the entrance hall is this pleasant and attractive space designed for socializing. the living area has a sofa, armchair and cushioned window seating that all offer up different vantage points from which to watch the apartment's tv or just sit and relax or catch up with fellow guests in your group. a raised area in one corner contains the dining table and chairs, really adding a sense of occasion to any special meal you might want to host during your stay, perhaps to celebrate an anniversary or birthday. immediately next to this is the kitchen, in which you'll find all the appliances you'll need to cook and clean for yourselves, so you can exert your self catering independence in london. a dishwasher and washer/dryer are both included. the 2 bedrooms the master bedroom is across the hall from the lounge area and features a kingsize double, plenty of storge space and an ensuite shower room with wc and wash basin. the second bedroom nestles in the far corner of the house and has 2 single beds. the bathrooms the main bathroom is next to the twin room and features a tub with shower over, plus a wc and wash basin. as already mentioned, there's an ensuite shower room in the master bedroom, so that's plenty of space for guests to get ready without having to wait too long for everyone else! the local area you're sure to be impressed by the stature and style of the whitewashed houses in this highly desirable area of london. staying here makes it easy to access all kinds of places across central london such as: oxford circus it's a short walk east along the bayswater road to london's premier shopping strip, where you'll find, among a whole host of shops and stores, the famous selfridges department store. knightsbridge it's not too far from the apartment to the area of london that's home to perhaps the most famous department store of them all - harrods. hyde park the wide expanse of this most central of london parks is about a 5-10 minute walk from the apartment. come here for winter wonderland every november to january, and for summer concerts. or just a pleasant stroll or jog anytime of year. st mary's hospital if you want to stay near the hospital, perhaps while someone you know has treatment, then it's good to know that the hospital is just the other side of paddington station from the apartment, easily accessible on foot or with a very short cab or bus ride. getting around paddington station is a very short walk from the apartment. and it's from here that you can catch railway services to heathrow airport via the heathrow express. it makes this a great place to stay if you are flying in and out of the uk's biggest airport. trains from paddington can also connect you to south wales and locations in devon and cornwall. paddington also has a london underground station that's served by multiple lines, so you can easily get from here to places like wembley central (for wembley stadium), king's cross st pancras (for eurostar services to paris and other european mainland destinations) and many stops in the city of london - handy if you have work there. buses and taxis also serve the area around the apartment, and the london bike hire scheme has pick-up points nearby. read full description",51.4982994,-0.1997446,2,,,,,,Yes,Yes,,,,,
Rent 1 bedroom house in London,"Delightfully quirky 1 bed, 4 floor spiral staircase Chelsea home",https://rentola.com/listings/delightfully-quirky-1-bed-4-floor-spiral-staircase-chelsea-home-60108d,House,London,1,5636 €,,"house highlights • 4 floor chelsea home for 2 with spiral staircase • mezzanine bathroom on top floor • kitchen and dining room has its own floor • so do the living room and bedroom • ideal for couple visiting london looking for somewhere special • very close to the king's road, chelsea about the house there's something magical and exciting about a house with a spiral staircase. and in this house, you get a staircase that beautifully winds its way up and down four floors of prime chelsea property which will be all yours when you make your reservation. it truly is a unique property in terms of its layout, because each room gets its own floor, and you get your own front door with the number 24 and a half on it - a sign of the delightful quirkiness that awaits you within. let's show you: the ground floor living area your front door opens directly into this attractively presented space. where will be your favourite place to sit - the expansive sofa nestling in the alcove by the bay window or one of the two classic armchairs? try them all for size, maybe while watching the apartment's television. the lower ground floor kitchen & dining area your kitchen is filled with appliances, cookware, cutlery and storage space so you can store and prepare your favourite snacks and meals during your stay. even better, you can enjoy them in here too thanks to the presence of the dining table and chairs. you'll also find a cloakroom on this floor with wc and wash basin. first floor bedroom back up those spiral stairs, passing the ground floor and to the first floor, home of the apartment's bedroom with its majestic kingsize bed. feel yourselves relax in this attractive space with a quality mattress and bedding that will help you sleep soundly. second floor bathroom the mezzanine bathroom in this house gets the top floor all to itself. and it makes for a unique place to refresh and get ready for days and nights out in london. you get to choose from a standalone roll top bath and a walk-in shower, plus a wc and wash basin of course. all benefiting from skylights that let natural light flood into this delightful space. the local area smith terrace runs parallel with the famous king's road in chelsea. so you're just a few moments away from an amazing array of boutique shops, award-winning restaurants and delightful coffee shops. other places within easy reach of this apartment include: royal hospital chelsea for the chelsea flower show it's just a short walk to the location of one of london's most famous events. so if you're working here or visiting, be sure to reserve this apartment early. the saatchi gallery check out exhibitions of contemporary art from some of the world's best up and coming artists at a gallery that's just a short walk from the apartment. battersea park venturing a little further afield, there's a pleasant walk to be had down to and across the albert bridge to the south bank of the thames and the green, open space of battersea park. royal brompton and royal marsden hospitals if you want to be based near these hospitals - perhaps because someone close to you is having treatment - then choosing this apartment is a great option. getting around sloane square london underground station is about a ten minute walk from the apartment. it's served by district and circle line trains and can quickly link you to places such as notting hill, paddington, victoria, westminster and many locations in the city of london. numerous bus routes serve the king's road (the next road up from smith terrace) so you'll have plenty of options if you fancy seeing london from inside a red double decker. or, if you prefer, you can hail black taxis. you shouldn't have to wait long to find an available cab on the king's road. read full description",51.4878684,-0.1635042,1,,,,,,Yes,Yes,,,Yes,,
Rent Apartment in SOUTHALL,"Uxbridge Road, SOUTHALL, UB1 | Century 21 UK",https://rentola.com/listings/southall-ub1-century-21-uk-552c1c,Apartment,Southall,,86981 €,,"Spacious warehouse/industrial unit available in a busy location on Uxbridge Road in Southall. The unit offers a total space of 6,550 sqft and has an office space on the first floor of 338 sqft. The Premises is a 12 minute drive to a busy high street on Ealing Broadway. The property benefits from B2,B8 use and it comes with five parking spaces to the rear of the property. Under the Consumer Protection Act 1987 we endeavour to make our sales details accurate and reliable but they should not be relied upon as statements or representations of fact and they do not constitute any part of an offer of contract. The seller does not make any representations to give any warranty in relation to the property and we have no authority to do so on behalf of the seller. Services, fittings and equipment referred to in the sales details have not been tested (unless otherwise stated) and no warranty can be given as to their condition. We strongly recommend that all the information which we provide about the property is verified by yourself or your advisers. Under the Estate Agency Act 1991 you will be required to give us financial information in order to verify your financial position before we can recommend any offer to the vendor.",51.5106756,-0.3717622,,,,,,,,,,,,,
Rent 2 bedroom apartment in London,Lansdowne Crescent,https://rentola.com/listings/lansdowne-crescent-eb6e24,Apartment,London,2,5251 €,Yes,"An immaculately presented two-bedroom apartment in this wonderful W11 location, boasting direct access to stunning communal gardens.
This impressive apartment is perfectly located on a quiet crescent just off Ladbroke Grove and benefits from a sizeable reception room with feature fireplace, wooden flooring throughout and lovely conservatory leading through to the communal gardens. There are two bedrooms and a further third room that can be used as a guest bedroom or office space.
Lansdowne Crescent is a highly sought-after residential road in Notting Hill, within close proximity of the boutiques of Westbourne Grove and the popular restaurants and bars around Kensington Park Road. Ladbroke Grove Underground Station is within walking distance on the Circle and Hammersmith & City lines.",51.512352,-0.207123,1,,,,2022-05-16,,,,,,,,
Rent 1 bedroom apartment of 52 m² in London,Lower Marsh,https://rentola.com/listings/lower-marsh-910b35,Apartment,London,1,4035 €,Yes,"Feel at home wherever you choose to live with Blueground. You’ll love this charming Waterloo furnished one-bedroom apartment with its modern decor, fully equipped kitchen, and exquisite living room. Ideally located, you’re close to all the best that London has to offer! (ID #LON123)
As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the London vibes or bring the entertainment to you with the premium wireless speaker or smart TV. This apartment also offers in-apartment laundry.
The entire apartment is yours to enjoy! You’ll either be personally greeted by a Blueground team member or given self check-in instructions.
Throughout your stay, you’ll have access to our Client Experience team through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps.
We’ll share all details upon confirmation of your stay.
Hailed for its iconic cultural attractions like The Old Vic Theatre, known for its classic and modern, as well as concerts and performances on the riverside, it’s easy to see why Waterloo is one of London’s most popular neighborhoods. Tourists flock to the London Eye and the Sea Life Aquarium while locals fall for the modern eateries and pubs, many of which cater to the post-work crowd.",51.500575,-0.1133351,1,52 m2,77 €,,2023-01-24,,,,Yes,,,,
Rent Studio in 20 Brock Street,Luxury Studio Apartment,https://rentola.com/listings/luxury-studio-apartment-e53aef,Studio,20 brock street,,3247 €,Yes,"---SHORT LET---- ALL BILLS INCLUDED. Available from now until 1st September. The minimum stay is one month. Approved Property Services are proud to present this bright and spacious Luxury studio flat in heart of London, only 5 mins walk to UCL and 4 tube stations. This Modern flat benefits from having a fully integrated modern kitchen, all marble floors with underfloor heating, and a secure separate private storage in the building. - 24-hour concierge service - Furnished - Aircondition - Secure Private Separate Storage",51.525484,-0.1397373,1,,,,2022-05-10,,,,,,,,
Rent 1 bedroom apartment in Ambassador Building,"Luxury One bedroom flat - Embassy Gardens with Swimming Pool, Gym and Cinema",https://rentola.com/listings/luxury-one-bedroom-flat-embassy-gardens-with-swimming-pool-gym-and-cinema-253d93,Apartment,Ambassador building,1,3247 €,Yes,"The flat is available from 15/09/22 and the rental is £700pw exclusive. This flat benefits from having 24 Concierge services, an indoor swimming pool, Gym, and a luxury cinema. Embassy Gardens is located on Nine Elms Lane (close to the new US embassy) and is just a short walk from Vauxhall underground and mainline station offering convenient access to the Victoria Line and national rail links to Waterloo and the South West. Finished to the highest specification, this apartment is air-conditioned and features an open plan reception and fully fitted kitchen area, spacious double bedroom, and a luxury modern bathroom.",51.4821536,-0.134427875015092,1,,,,2022-09-17,,,,,,,,
"Rent 3 bedroom apartment in London, ",Luxury 3 bedroom and 2 bathroom in Pan Peninsula,https://rentola.com/listings/luxury-3-bedroom-and-2-bathroom-in-pan-peninsula-878c9f,Apartment," london, ",3,6955 €,,"We are proud to offer this amazing 3 bedroom and 2 bathroom apartment on the 34th floor in the luxury building Pan Peninsula. The flat comprises a master en-suite bedroom and two double bedrooms with private balcony. The wide living area boasts with a large balcony facing the O2 Arena. Residents can enjoy 24hr security, gym and spa in the building. Further features and amenities include: - Air conditioning, a rare feature in London - Open plan kitchen - Parking available - Cinema room - Concierge - Underfloor heating",51.4999849,-0.0176731,2,,,,2022-03-31,,,,,,,,
"Rent 2 bedroom apartment in Barfleur Lane, Deptford, SE8",2 Bed Flat Barfleur Lane Deptford SE8 - Kallars,https://rentola.com/listings/2-bed-flat-barfleur-lane-deptford-se8-kallars-d4178f,Apartment,"Barfleur lane, deptford, se8",2,2029 €,,"The property is located close to local transport links for easy access to Deptford, Canada Water, Surrey Quays Kallars are delighted to offer you this stunning two double bedroom flat with access to a balcony. Comprising two expansive double bedrooms offering copious amount of space for anybody occupying, with a light and airy contemporary style, separate kitchen & reception room leading to a private balcony and modern three piece bathroom suite with glass shower screen. Surrey Quays and Central London. Not to mention the beautiful commute into work on the Thames Clipper via Greenland Pier which is just a 15 minute walk from the apartment. Surrey Quays and Deptford stations are nearby too, both a 20 minute walk away. Viewings are strongly recommended to appreciate the size and style on offer. New assured shorthold tenancies (ASTs) tenant fees Holding Deposit: One weeks rent. (This is to reserve a property. Please Note: This will be withheld if any relevant person (including any guarantor(s) withdraw from the tenancy, fail a Right-to-Rent check, provide materially significant false or misleading information, or fail to sign their tenancy agreement (and/or Deed of Guarantee) within 15 calendar days (or other Deadline for Agreement as mutually agreed in writing). Security Deposit (per tenancy. Rent under £50,000 per year): Five weeks rent. (This covers damages or defaults on the part of the tenant during the tenancy) Security Deposit (per tenancy. Rent of £50,000 or over per year): Six weeks rent. (This covers damages or defaults on the part of the tenant during the tenancy) Unpaid Rent: Interest at 3% above the Bank of England Base Rate from Rent Due Date until paid in order to pursue non-payment of rent. Please Note: This will not be levied until the rent is more than 14 days in arrears. Lost Key(s) or other Security Device(s): Tenants are liable to the actual cost of replacing any lost key(s) or other security device(s). If the loss results in locks needing to be changed, the actual costs of a locksmith, new lock and replacement keys for the tenant, landlord any other persons requiring keys will be charged to the tenant. If extra costs are incurred there will be a charge of £15 per hour (inc. VAT) for the time taken replacing lost key(s) or other security device(s). Variation of Contract £50 (inc. VAT) per agreed variation. (To cover the costs associated with taking landlords instructions as well as the preparation and execution of new legal documents) Change of Sharer £50 (inc. VAT) per replacement tenant or any reasonable costs incurred if higher. (To cover the costs associated with taking landlords instructions, new tenant referencing and Right-to-Rent checks, deposit registration as well as the preparation and execution of new legal documents. Early Termination: Should the tenant wish to leave their contract early, they shall be liable to the landlords costs in re-letting the property as well as all rent due under the tenancy until the start date of the replacement tenancy. These costs will be no more than the maximum amount of rent outstanding on the tenancy. Client Money Protection (CMP): ARLA Propertymark Redress scheme: The Property Ombudsman Please note that lettings agents are required by law to publish on their websites information for potential tenants about relevant fees, redress schemes and client money protection schemes (including the names of those schemes). Relevant fees must also be published on third party websites, such as Rightmove. For properties to rent in England and Wales, details of the agents membership of any redress scheme and client money protection scheme must also be published with their fees on Rightmove. It is the agents responsibility to ensure that all relevant information is provided to Rightmove and is up to date and accurate. If the relevant information does not appear here, the agent may have included it within the property description.",51.4877,-0.0362486,1,,,,2022-05-02,,,,,,,,
Rent 3 bedroom apartment of 94 m² in London,coldwellbanker.co.uk | To let | 3 Bed Apartment 264 Finchley Road LONDON London,https://rentola.com/listings/coldwellbanker-co-uk-to-let-3-bed-apartment-264-finchley-road-london-london-650d97,Apartment,London,3,7538 €,Yes,"Description Comprising a double bedroom with walk-in closet,, open plan fitted kitchen and living area and two tiled fitted bathrooms and is finished to a very high standard throughout with wooden floors. This apartment also benefits from a home heating and lighting system, under floor heating, and direct lift access. Available [HIDDEN] This two bedroom apartment is approximately 1014 sq ft with a 280 sq ft  private terrace and benefits from fantastic storage throughout. The eco-friendly construction methodology has been shown to provide numerous environmental health benefits making this a sustainable and responsible building which through its ethos promotes wellness. The fixtures, materials and finishes are contemporary, luxurious and sympathetic to the surroundings providing elegant living spaces. The practical needs of modern life have been carefully considered and incorporated through storage, security and privacy Ideally located on Finchley Road, the development is within close proximity to Hampstead with its popular restaurants, shops and tourist spots. It also benefits from the famous Hampstead Heath, Finchley Road and Frognal Overground, Finchley Road Underground and West Hampstead providing easy access into Central London. Frognal Overground is approximately 600 metres away and Finchley Road Underground Station (Jubilee and Metropolitan Lines)  is approximately 1.3 km away. Damage Deposit Payable- 6 weeks- £9000 Council Tax- Band F Fees applicable for tenancies commencing from 1st June 2019 Fees and Charges for Tenants The following is a detailed list of Fees and Charges that may be incurred during and after a Tenancy arranged by Coldwell Banker Southbank. Changes to a Tenancy - If the Tenant requests a change to a Tenancy Agreement after the Tenancy has commenced and the Landlord is in agreement, there will be a charge of £100.00 plus VAT to change the Tenancy. If additional costs are incurred in securing permissions for such a change with a third party, these costs will be passed to the Tenant. Key Replacement - If keys, fobs or other security devices are lost or damaged by the Tenant and we have to replace them, the Tenant will be liable for the reasonable costs of their replacement. Late Payment - Interest will be charged at 3% over the Bank of Englandâ€™s base rate if a rent payment is more than 14 days overdue for each day that the payment remains outstanding. Early Termination - If a Tenant wishes to terminate a Tenancy before the end of the fixed term or notice period contained in the Tenancy, the Tenant will be liable to pay the rent as required under the Tenancy until the end of the fixed term or notice period or until a suitable replacement tenant is found. The Tenant will also be liable for any losses incurred by the Landlord which may include costs for commission, referencing, check in / out, deposit registration, tenancy agreement, marketing and advertising. Contractual Damages. In the event that the Landlord incurs costs due to the Tenants breach of contract or failure to fulfil the obligations contained in the contract, the Tenant will be liable for these costs. (Charges correct as at 1st June 2019, subject to change without notice) Client Money Protection (CMP) provided by: Lonsdale The Property Ombudsman Scheme, Membership No: D13039-0",51.55332,-0.18932,2,94 m2,80 €,,2022-05-25,,,,Yes,,,,
Rent 1 bedroom apartment in London,"apartment for rent at Orsett Terrace, W2",https://rentola.com/listings/apartment-for-rent-at-orsett-terrace-w2-a50221,Apartment,London,1,1600 €,,"a spacious one double bedroom apartment set on the first floor of this well maintained stucco fronted period building in this popular location. reception/open plan modern fitted kitchen, double bedroom and fully tiled modern bathroom. wood laminate flooring throughout and ample storage. light and bright. resident porter. close to paddington (heathrow express) and lancaster gate (central line) stations and the open green spaces of hyde park. great shopping and restaurants locally. available now! descriptions of the property are subjective and are used in good faith as an opinion and not as a statement of fact. please make further specific enquires to ensure that our descriptions are likely to match any expectations you may have of the property. we have not tested any services, systems or appliances at this property. we strongly recommend that all the information we provide be verified by you on inspection, and by your surveyor and conveyancer.",51.5174704,-0.1852639,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent at Gloucester Terrace, W2",https://rentola.com/listings/apartment-for-rent-at-gloucester-terrace-w2-a03348,Apartment,London,1,1832 €,,"sole agent. a bright, modern one double bedroom apartment set on the first floor of a stucco fronted period building on popular gloucester terrace in the heart of bayswater. the apartment boasts a mix of real wood floors and tiling and has a newly refurbished open plan integrated kitchen and bathroom. newly decorated throughout. there is direct access to a superb private balcony through two large windows in both the bedroom and reception room. located just a short distance from the open green spaces of hyde park and close to the great transport links at paddington station (main line, bakerloo, district & circle lines and the heathrow express) and lancaster gate (central line). available mid march. descriptions of the property are subjective and are used in good faith as an opinion and not as a statement of fact. please make further specific enquires to ensure that our descriptions are likely to match any expectations you may have of the property. we have not tested any services, systems or appliances at this property. we strongly recommend that all the information we provide be verified by you on inspection, and by your surveyor and conveyancer.",51.5135658,-0.1781365,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent at Westbourne Terrace, W2",https://rentola.com/listings/apartment-for-rent-at-westbourne-terrace-w2-e76da7,Apartment,London,1,1600 €,,"new instruction! a super bright one double bedroom apartment set on the third floor of a well maintained period conversion on extremely popular tree lined westbourne terrace. the property is in good condition with laminate wood flooring throughout and benefits from an open plan modern fitted kitchen, double bedroom with ample fitted wardrobes and fully tiled bathroom. located close to both paddington and lancaster gate stations, local shops, restaurants and bars and a short walk to hyde park! must be seen! descriptions of the property are subjective and are used in good faith as an opinion and not as a statement of fact. please make further specific enquires to ensure that our descriptions are likely to match any expectations you may have of the property. we have not tested any services, systems or appliances at this property. we strongly recommend that all the information we provide be verified by you on inspection, and by your surveyor and conveyancer.",51.5155092,-0.1791884,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent at Water Gardens, W2",https://rentola.com/listings/apartment-for-rent-at-water-gardens-w2-2f8b51,Apartment,London,1,2203 €,,"a very spacious one double bedroom apartment set on the ninth floor of this gated development moments from connaught village, hyde park and oxford street. well presented in this sought after portered development. the property benefits from excellent natural light and private parking by negotiation. boasting a separate dining room or study/occasional bedroom. the water gardens is located on the hyde park estate close to connaught village, hyde park and oxford street. paddington main line and the heathrow express are also within easy reach and the underground stations and bus links of the edgware road and lancaster gate are close by. available now! car parking available by separate negotiation. descriptions of the property are subjective and are used in good faith as an opinion and not as a statement of fact. please make further specific enquires to ensure that our descriptions are likely to match any expectations you may have of the property. we have not tested any services, systems or appliances at this property. we strongly recommend that all the information we provide be verified by you on inspection, and by your surveyor and conveyancer.",51.5171612,-0.1672814,1,,,,,,,,,,,,
Studio in London,"studio for rent at Marble Arch Apartments, Harrowby Street, Marble Arch, W2",https://rentola.com/listings/studio-for-rent-at-marble-arch-apartments-harrowby-street-marble-arch-w2-621a65,Studio,London,1,1090 €,,"sole agent. new instruction. a fabulous studio apartment which is neutral in design and located in this popular block (porter) with first-class access to the west end. the studio is set on the lower ground floor and offers open plan living/sleeping area, small dining area and fitted kitchen, fully tiled shower room and lots of storage. also benefits from its closeness to the heathrow express and outstanding transport links to the city. available from end of march. descriptions of the property are subjective and are used in good faith as an opinion and not as a statement of fact. please make further specific enquires to ensure that our descriptions are likely to match any expectations you may have of the property. we have not tested any services, systems or appliances at this property. we strongly recommend that all the information we provide be verified by you on inspection, and by your surveyor and conveyancer.",51.5174294,-0.1640473,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent at Craven Terrace, W2",https://rentola.com/listings/apartment-for-rent-at-craven-terrace-w2-8ba2b4,Apartment,London,1,1670 €,Yes,"a well presented, bright and extremely large studio apartment ideally located for all the great transport links at paddington station, lancaster gate and a short stroll to the open green spaces of hyde park. laid out over 500 square feet with an abundance of storage, a walk in closet, a modern separate kitchen and a utility room. fold down bed in studio room. great quality furnishings, fixtures and fittings. really must be seen now to avoid disappointment! available from first week of may. tenant fees may",51.5128273,-0.1788111,1,,,,,,,,,,,,
Rent 3 bedroom apartment in London,"Property To Rent Hamlet Gardens, London, W6 | 3 Bedroom Apartment through London Space",https://rentola.com/listings/property-to-rent-hamlet-gardens-london-w6-3-bedroom-apartment-through-london-space-125c61,Apartment,London,3,5218 €,,"an exceptional 3 bed 'smart' flat in an exceptional location. on the 1st floor with lift this spacious & bright apartment (like all others in the building) has been lavishly refurbished to the highest standard and boasts wood floors throughout. it has a large open plan sitting room with state of the art kitchen, 3 double bedrooms with 3 ensuite bathrooms, plus further guest wc. the building is fully cabled and wired for sky and internet and has an on site building manager and cctv. all flats have been transformed to similar standard and style so pictures may not be of the same property.",51.4940675,-0.2407519,3,,,56250 €,,,,,,,,,
Studio in Highgate Village,"Bisham Gardens, Highgate Village, N6",https://rentola.com/listings/bisham-gardens-highgate-village-n6-2754a6,Studio,Highgate village,1,1600 €,,"An extremely spacious studio apartment with a private south facing patio garden situated in the heart of Highgate Village. Accessed from a private entrance and boasting laminate wood flooring throughout, the accommodation comprises of a spacious studio room with a range of fitted wardrobes, modern fully fitted kitchen with integrated appliances and a luxurious wet room. The property is offered in very good condition throughout and is located only moments away from the restaurants, cafes and bars in Highgate Village and within walking distance to both Highgate and Archway Underground Stations. Council Tax: Camden, Band C - £1593 per annum Please note that £345 per week is the equivalent of £1495 per calendar month.",51.5703316,-0.14669,1,,,,,,,,,,,,
Rent 4 bedroom apartment of 2135 m² in London,"4 Bedroom Property in Park Road, London | £8,883 | Braithwait",https://rentola.com/listings/4-bedroom-property-in-park-road-london-8-883-braithwait-59dfbb,Apartment,London,4,10302 €,,"A beautiful four bedroom penthouse apartment located in a prestigious mansion block offering fabulous views over Regent’s Park.The penthouse is set over 2135 sq ft and comprises a large duel aspect reception/dining room benefiting from a south facing private balcony with magnificent views over Regents Park, master bedroom with a dressing room and en-suite bathroom with a Jacuzzi allowing stunning views over Regents Park, three further bedrooms with en-suite bathrooms, kitchen, guest bathroom and cloakroom.The apartment offers easy access to the famous Lords Cricket Ground, the open spaces of Regent’s Park, along with all the local shops, bars, restaurants located on St John’s Wood High Street.",51.529621,-0.167885,4,2135 m2,4 €,,,,,,,,,,
Rent 1 bedroom apartment of 60 m² in London,Wandsworth Rd,https://rentola.com/listings/wandsworth-rd-ce096b,Apartment,London,1,4511 €,Yes,"Show up and start living from day one in London with this cozy one-bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Vauxhall home. (ID #LON158)
As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the London vibes or bring the entertainment to you with the premium wireless speaker or smart TV. This apartment also offers in-apartment laundry.
The entire apartment is yours to enjoy! You’ll either be personally greeted by a Blueground team member or given self check-in instructions.
Throughout your stay, you’ll have access to our Client Experience team through the Blueground App. You can schedule additional cleanings, submit maintenance requests, and view our neighborhood recommendations with just a few taps.
We’ll share all details upon confirmation of your stay.
This furnished apartment is located in Vauxhall, a vibrant Central London neighborhood. The area is home to an eclectic mix of young professionals courtesy of its prime location on the Thames. Renowned for its gay nightlife, Vauxhall has a thriving LGBTQ community. The neighborhood also boasts the building headquarters of MI6. Green spaces and supermarkets are only a short walk away, with the Vauxhall Pleasure Gardens, Vauxhall Park, and a spacious, new Sainsbury’s nearby. Local goodies can be had each week at Vauxhall Market, where over 400 stalls sell delicious food, handmade clothing, and more. For entertainment, catch a cricket match at The Oval or laugh late into the night at the Vauxhall Comedy Club, which features live shows every day of the week.",51.4815597,-0.1280855,1,60 m2,75 €,,2023-04-12,,,,,,,,
Rent 1 bedroom apartment in London,"apartment for rent at St James Court, W2",https://rentola.com/listings/apartment-for-rent-at-st-james-court-w2-839d8d,Apartment,London,1,1298 €,,"sole agent. available now! newly refurbished throughout this compact studio apartment is situated on popular gloucester terrace conveniently located for travel amenities at lancaster gate (central line) and paddington stations (heathrow express, circle, bakerloo, district, hammersmith & city). new fitted kitchenette, extremely bright studio room with large window and fully tiled modern shower room. set quietly to the rear of a period building on ground floor. descriptions of the property are subjective and are used in good faith as an opinion and not as a statement of fact. please make further specific enquires to ensure that our descriptions are likely to match any expectations you may have of the property. we have not tested any services, systems or appliances at this property. we strongly recommend that all the information we provide be verified by you on inspection, and by your surveyor and conveyancer.",51.4895578,-0.2805239,1,,,,,,,,,,,,
Rent 2 bedroom apartment in London,"apartment for rent at Queensborough Terrace, W2",https://rentola.com/listings/apartment-for-rent-at-queensborough-terrace-w2-802d4d,Apartment,London,2,2551 €,Yes,"sole agent. generic photos of new development. newly refurbished to a very high standard and located close to the open green spaces of hyde park. this bright ground floor 2 bedroom apartment is laid out over 690 sq ft. fitted with all mod-cons, top of the range kitchen appliances and granite work surfaces, underfloor heating, high quality porcelenosa bathroom, oak flooring, video entryphone system to name just a few features of this magnificent apartment. available now! fully furnished. descriptions of the property are subjective and are used in good faith as an opinion and not as a statement of fact. please make further specific enquires to ensure that our descriptions are likely to match any expectations you may have of the property. we have not tested any services, systems or appliances at this property. we strongly recommend that all the information we provide be verified by you on inspection, and by your surveyor and conveyancer.",51.51221,-0.18541,1,,,,,,,,,,,,
Rent 1 bedroom apartment in London,"Beaconsfield Road, N15",https://rentola.com/listings/beaconsfield-road-n15-35c134,Apartment,London,1,869 €,Yes,"lovely studio flat located on the first floor of a victorian conversion on beaconsfield road n15..this impressive conversion is set within a terraced victorian house on one of the areas best turnings..accommodation comprises a spacious room with kitchen, table and space for a double bed and wardrobe, small storage area and 3 piece shower room..beaconsfield road is just a short stroll away where you have access to seven sisters underground station and a selection of cafe’s and local stores. tottenham green leisure centre and the bernie grant arts centre are also within a short walk (5-10 mins)..available now to professionals only on a furnished or part furnished basis.",51.5862288,-0.0758068,1,,,,,,,,,,,,
